	Entry	Gene Names	Involvement in disease	Organism
24	P19404	NDUFV2	DISEASE: Mitochondrial complex I deficiency, nuclear type 7 (MC1DN7) [MIM:618229]: A form of mitochondrial complex I deficiency, the most common biochemical signature of mitochondrial disorders, a group of highly heterogeneous conditions characterized by defective oxidative phosphorylation, which collectively affects 1 in 5-10000 live births. Clinical disorders have variable severity, ranging from lethal neonatal disease to adult-onset neurodegenerative disorders. Phenotypes include macrocephaly with progressive leukodystrophy, non-specific encephalopathy, cardiomyopathy, myopathy, liver disease, Leigh syndrome, Leber hereditary optic neuropathy, and some forms of Parkinson disease. MC1DN7 transmission pattern is consistent with autosomal recessive inheritance. {ECO:0000269|PubMed:12754703, ECO:0000269|PubMed:26008862}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
25	P28331	NDUFS1	DISEASE: Mitochondrial complex I deficiency, nuclear type 5 (MC1DN5) [MIM:618226]: A form of mitochondrial complex I deficiency, the most common biochemical signature of mitochondrial disorders, a group of highly heterogeneous conditions characterized by defective oxidative phosphorylation, which collectively affects 1 in 5-10000 live births. Clinical disorders have variable severity, ranging from lethal neonatal disease to adult-onset neurodegenerative disorders. Phenotypes include macrocephaly with progressive leukodystrophy, non-specific encephalopathy, cardiomyopathy, myopathy, liver disease, Leigh syndrome, Leber hereditary optic neuropathy, and some forms of Parkinson disease. MC1DN5 transmission pattern is consistent with autosomal recessive inheritance. {ECO:0000269|PubMed:11349233, ECO:0000269|PubMed:31557978}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
26	Q8IUX1	TMEM126B HT007	DISEASE: Mitochondrial complex I deficiency, nuclear type 29 (MC1DN29) [MIM:618250]: A form of mitochondrial complex I deficiency, the most common biochemical signature of mitochondrial disorders, a group of highly heterogeneous conditions characterized by defective oxidative phosphorylation, which collectively affects 1 in 5-10000 live births. Clinical disorders have variable severity, ranging from lethal neonatal disease to adult-onset neurodegenerative disorders. Phenotypes include macrocephaly with progressive leukodystrophy, non-specific encephalopathy, cardiomyopathy, myopathy, liver disease, Leigh syndrome, Leber hereditary optic neuropathy, and some forms of Parkinson disease. MC1DN29 transmission pattern is consistent with autosomal recessive inheritance. {ECO:0000269|PubMed:27374773, ECO:0000269|PubMed:27374774}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
27	O00217	NDUFS8	DISEASE: Mitochondrial complex I deficiency, nuclear type 2 (MC1DN2) [MIM:618222]: A form of mitochondrial complex I deficiency, the most common biochemical signature of mitochondrial disorders, a group of highly heterogeneous conditions characterized by defective oxidative phosphorylation, which collectively affects 1 in 5-10000 live births. Clinical disorders have variable severity, ranging from lethal neonatal disease to adult-onset neurodegenerative disorders. Phenotypes include macrocephaly with progressive leukodystrophy, non-specific encephalopathy, cardiomyopathy, myopathy, liver disease, Leigh syndrome, Leber hereditary optic neuropathy, and some forms of Parkinson disease. MC1DN2 inheritance is autosomal recessive. {ECO:0000269|PubMed:15159508, ECO:0000269|PubMed:16142472, ECO:0000269|PubMed:22499348, ECO:0000269|PubMed:9837812}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
28	O43676	NDUFB3	DISEASE: Mitochondrial complex I deficiency, nuclear type 25 (MC1DN25) [MIM:618246]: A form of mitochondrial complex I deficiency, the most common biochemical signature of mitochondrial disorders, a group of highly heterogeneous conditions characterized by defective oxidative phosphorylation, which collectively affects 1 in 5-10000 live births. Clinical disorders have variable severity, ranging from lethal neonatal disease to adult-onset neurodegenerative disorders. Phenotypes include macrocephaly with progressive leukodystrophy, non-specific encephalopathy, cardiomyopathy, myopathy, liver disease, Leigh syndrome, Leber hereditary optic neuropathy, and some forms of Parkinson disease. MC1DN25 transmission pattern is consistent with autosomal recessive inheritance. {ECO:0000269|PubMed:22499348, ECO:0000269|PubMed:27091925}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
29	O43678	NDUFA2	DISEASE: Mitochondrial complex I deficiency, nuclear type 13 (MC1DN13) [MIM:618235]: A form of mitochondrial complex I deficiency, the most common biochemical signature of mitochondrial disorders, a group of highly heterogeneous conditions characterized by defective oxidative phosphorylation, which collectively affects 1 in 5-10000 live births. Clinical disorders have variable severity, ranging from lethal neonatal disease to adult-onset neurodegenerative disorders. Phenotypes include macrocephaly with progressive leukodystrophy, non-specific encephalopathy, cardiomyopathy, myopathy, liver disease, Leigh syndrome, Leber hereditary optic neuropathy, and some forms of Parkinson disease. MC1DN13 transmission pattern is consistent with autosomal recessive inheritance. {ECO:0000269|PubMed:18513682}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
30	O75489	NDUFS3	DISEASE: Mitochondrial complex I deficiency, nuclear type 8 (MC1DN8) [MIM:618230]: A form of mitochondrial complex I deficiency, the most common biochemical signature of mitochondrial disorders, a group of highly heterogeneous conditions characterized by defective oxidative phosphorylation, which collectively affects 1 in 5-10000 live births. Clinical disorders have variable severity, ranging from lethal neonatal disease to adult-onset neurodegenerative disorders. Phenotypes include macrocephaly with progressive leukodystrophy, non-specific encephalopathy, cardiomyopathy, myopathy, liver disease, Leigh syndrome, Leber hereditary optic neuropathy, and some forms of Parkinson disease. MC1DN8 transmission pattern is consistent with autosomal recessive inheritance. {ECO:0000269|PubMed:14729820, ECO:0000269|PubMed:22499348, ECO:0000269|PubMed:24028823, ECO:0000269|PubMed:30140060}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
31	Q9BU61	NDUFAF3 C3orf60	DISEASE: Mitochondrial complex I deficiency, nuclear type 18 (MC1DN18) [MIM:618240]: A form of mitochondrial complex I deficiency, the most common biochemical signature of mitochondrial disorders, a group of highly heterogeneous conditions characterized by defective oxidative phosphorylation, which collectively affects 1 in 5-10000 live births. Clinical disorders have variable severity, ranging from lethal neonatal disease to adult-onset neurodegenerative disorders. Phenotypes include macrocephaly with progressive leukodystrophy, non-specific encephalopathy, cardiomyopathy, myopathy, liver disease, Leigh syndrome, Leber hereditary optic neuropathy, and some forms of Parkinson disease. MC1DN18 transmission pattern is consistent with autosomal recessive inheritance. {ECO:0000269|PubMed:19463981, ECO:0000269|PubMed:27986404}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
32	Q9NPL8	TIMMDC1 C3orf1 UNQ247/PRO284	DISEASE: Mitochondrial complex I deficiency, nuclear type 31 (MC1DN31) [MIM:618251]: A form of mitochondrial complex I deficiency, the most common biochemical signature of mitochondrial disorders, a group of highly heterogeneous conditions characterized by defective oxidative phosphorylation, which collectively affects 1 in 5-10000 live births. Clinical disorders have variable severity, ranging from lethal neonatal disease to adult-onset neurodegenerative disorders. Phenotypes include macrocephaly with progressive leukodystrophy, non-specific encephalopathy, cardiomyopathy, myopathy, liver disease, Leigh syndrome, Leber hereditary optic neuropathy, and some forms of Parkinson disease. MC1DN31 transmission pattern is consistent with autosomal recessive inheritance. {ECO:0000269|PubMed:28604674}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
33	O60733	PLA2G6 PLPLA9	DISEASE: Neurodegeneration with brain iron accumulation 2B (NBIA2B) [MIM:610217]: A neurodegenerative disorder associated with iron accumulation in the brain, primarily in the basal ganglia. It is characterized by progressive extrapyramidal dysfunction leading to rigidity, dystonia, dysarthria and sensorimotor impairment. {ECO:0000269|PubMed:16783378}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Neurodegeneration with brain iron accumulation 2A (NBIA2A) [MIM:256600]: A neurodegenerative disease characterized by pathologic axonal swelling and spheroid bodies in the central nervous system. Onset is within the first 2 years of life with death by age 10 years. {ECO:0000269|PubMed:16783378, ECO:0000269|PubMed:17033970, ECO:0000269|PubMed:23749988, ECO:0000269|PubMed:39796207}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Parkinson disease 14 (PARK14) [MIM:612953]: An adult-onset progressive neurodegenerative disorder characterized by parkinsonism, dystonia, severe cognitive decline, cerebral and cerebellar atrophy and absent iron in the basal ganglia on magnetic resonance imaging. {ECO:0000269|PubMed:18570303}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
34	O95169	NDUFB8	DISEASE: Mitochondrial complex I deficiency, nuclear type 32 (MC1DN32) [MIM:618252]: A form of mitochondrial complex I deficiency, the most common biochemical signature of mitochondrial disorders, a group of highly heterogeneous conditions characterized by defective oxidative phosphorylation, which collectively affects 1 in 5-10000 live births. Clinical disorders have variable severity, ranging from lethal neonatal disease to adult-onset neurodegenerative disorders. Phenotypes include macrocephaly with progressive leukodystrophy, non-specific encephalopathy, cardiomyopathy, myopathy, liver disease, Leigh syndrome, Leber hereditary optic neuropathy, and some forms of Parkinson disease. MC1DN32 transmission pattern is consistent with autosomal recessive inheritance. {ECO:0000269|PubMed:29429571}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
35	O96000	NDUFB10	DISEASE: Mitochondrial complex I deficiency, nuclear type 35 (MC1DN35) [MIM:619003]: A form of mitochondrial complex I deficiency, the most common biochemical signature of mitochondrial disorders, a group of highly heterogeneous conditions characterized by defective oxidative phosphorylation, which collectively affects 1 in 5-10000 live births. Clinical disorders have variable severity, ranging from lethal neonatal disease to adult-onset neurodegenerative disorders. Phenotypes include macrocephaly with progressive leukodystrophy, non-specific encephalopathy, cardiomyopathy, myopathy, liver disease, Leigh syndrome, Leber hereditary optic neuropathy, and some forms of Parkinson disease. MC1DN35 transmission pattern is consistent with autosomal recessive inheritance. {ECO:0000269|PubMed:28040730}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
36	P49821	NDUFV1 UQOR1	DISEASE: Mitochondrial complex I deficiency, nuclear type 4 (MC1DN4) [MIM:618225]: A form of mitochondrial complex I deficiency, the most common biochemical signature of mitochondrial disorders, a group of highly heterogeneous conditions characterized by defective oxidative phosphorylation, which collectively affects 1 in 5-10000 live births. Clinical disorders have variable severity, ranging from lethal neonatal disease to adult-onset neurodegenerative disorders. Phenotypes include macrocephaly with progressive leukodystrophy, non-specific encephalopathy, cardiomyopathy, myopathy, liver disease, Leigh syndrome, Leber hereditary optic neuropathy, and some forms of Parkinson disease. MC1DN4 transmission pattern is consistent with autosomal recessive inheritance. {ECO:0000269|PubMed:10080174, ECO:0000269|PubMed:11349233}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
37	Q86Y39	NDUFA11	DISEASE: Mitochondrial complex I deficiency, nuclear type 14 (MC1DN14) [MIM:618236]: A form of mitochondrial complex I deficiency, the most common biochemical signature of mitochondrial disorders, a group of highly heterogeneous conditions characterized by defective oxidative phosphorylation, which collectively affects 1 in 5-10000 live births. Clinical disorders have variable severity, ranging from lethal neonatal disease to adult-onset neurodegenerative disorders. Phenotypes include macrocephaly with progressive leukodystrophy, non-specific encephalopathy, cardiomyopathy, myopathy, liver disease, Leigh syndrome, Leber hereditary optic neuropathy, and some forms of Parkinson disease. MC1DN14 transmission pattern is consistent with autosomal recessive inheritance. {ECO:0000269|PubMed:18306244}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
38	O75251	NDUFS7	DISEASE: Mitochondrial complex I deficiency, nuclear type 3 (MC1DN3) [MIM:618224]: A form of mitochondrial complex I deficiency, the most common biochemical signature of mitochondrial disorders, a group of highly heterogeneous conditions characterized by defective oxidative phosphorylation, which collectively affects 1 in 5-10000 live births. Clinical disorders have variable severity, ranging from lethal neonatal disease to adult-onset neurodegenerative disorders. Phenotypes include macrocephaly with progressive leukodystrophy, non-specific encephalopathy, cardiomyopathy, myopathy, liver disease, Leigh syndrome, Leber hereditary optic neuropathy, and some forms of Parkinson disease. MC1DN3 transmission pattern is consistent with autosomal recessive inheritance. {ECO:0000269|PubMed:10330338, ECO:0000269|PubMed:10360771}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
39	P56556	NDUFA6 LYRM6 NADHB14	DISEASE: Mitochondrial complex I deficiency, nuclear type 33 (MC1DN33) [MIM:618253]: A form of mitochondrial complex I deficiency, the most common biochemical signature of mitochondrial disorders, a group of highly heterogeneous conditions characterized by defective oxidative phosphorylation, which collectively affects 1 in 5-10000 live births. Clinical disorders have variable severity, ranging from lethal neonatal disease to adult-onset neurodegenerative disorders. Phenotypes include macrocephaly with progressive leukodystrophy, non-specific encephalopathy, cardiomyopathy, myopathy, liver disease, Leigh syndrome, Leber hereditary optic neuropathy, and some forms of Parkinson disease. MC1DN33 transmission pattern is consistent with autosomal recessive inheritance. {ECO:0000269|PubMed:30245030}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
40	Q5TEU4	NDUFAF5 C20orf7	DISEASE: Mitochondrial complex I deficiency, nuclear type 16 (MC1DN16) [MIM:618238]: A form of mitochondrial complex I deficiency, the most common biochemical signature of mitochondrial disorders, a group of highly heterogeneous conditions characterized by defective oxidative phosphorylation, which collectively affects 1 in 5-10000 live births. Clinical disorders have variable severity, ranging from lethal neonatal disease to adult-onset neurodegenerative disorders. Phenotypes include macrocephaly with progressive leukodystrophy, non-specific encephalopathy, cardiomyopathy, myopathy, liver disease, Leigh syndrome, Leber hereditary optic neuropathy, and some forms of Parkinson disease. MC1DN16 transmission pattern is consistent with autosomal recessive inheritance. {ECO:0000269|PubMed:18940309, ECO:0000269|PubMed:19542079, ECO:0000269|PubMed:21607760}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
41	Q8N183	NDUFAF2 NDUFA12L	DISEASE: Mitochondrial complex I deficiency, nuclear type 10 (MC1DN10) [MIM:618233]: A form of mitochondrial complex I deficiency, the most common biochemical signature of mitochondrial disorders, a group of highly heterogeneous conditions characterized by defective oxidative phosphorylation, which collectively affects 1 in 5-10000 live births. Clinical disorders have variable severity, ranging from lethal neonatal disease to adult-onset neurodegenerative disorders. Phenotypes include macrocephaly with progressive leukodystrophy, non-specific encephalopathy, cardiomyopathy, myopathy, liver disease, Leigh syndrome, Leber hereditary optic neuropathy, and some forms of Parkinson disease. MC1DN10 transmission pattern is consistent with autosomal recessive inheritance. {ECO:0000269|PubMed:16200211, ECO:0000269|PubMed:18180188, ECO:0000269|PubMed:19384974, ECO:0000269|PubMed:20571988}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
42	Q96CU9	FOXRED1 FP634	DISEASE: Mitochondrial complex I deficiency, nuclear type 19 (MC1DN19) [MIM:618241]: A form of mitochondrial complex I deficiency, the most common biochemical signature of mitochondrial disorders, a group of highly heterogeneous conditions characterized by defective oxidative phosphorylation, which collectively affects 1 in 5-10000 live births. Clinical disorders have variable severity, ranging from lethal neonatal disease to adult-onset neurodegenerative disorders. Phenotypes include macrocephaly with progressive leukodystrophy, non-specific encephalopathy, cardiomyopathy, myopathy, liver disease, Leigh syndrome, Leber hereditary optic neuropathy, and some forms of Parkinson disease. MC1DN19 transmission pattern is consistent with autosomal recessive inheritance. {ECO:0000269|PubMed:20818383, ECO:0000269|PubMed:20858599, ECO:0000269|PubMed:25678554}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
43	Q9P032	NDUFAF4 C6orf66 HRPAP20 HSPC125 My013	DISEASE: Mitochondrial complex I deficiency, nuclear type 15 (MC1DN15) [MIM:618237]: A form of mitochondrial complex I deficiency, the most common biochemical signature of mitochondrial disorders, a group of highly heterogeneous conditions characterized by defective oxidative phosphorylation, which collectively affects 1 in 5-10000 live births. Clinical disorders have variable severity, ranging from lethal neonatal disease to adult-onset neurodegenerative disorders. Phenotypes include macrocephaly with progressive leukodystrophy, non-specific encephalopathy, cardiomyopathy, myopathy, liver disease, Leigh syndrome, Leber hereditary optic neuropathy, and some forms of Parkinson disease. MC1DN15 transmission pattern is consistent with autosomal recessive inheritance. {ECO:0000269|PubMed:18179882, ECO:0000269|PubMed:28853723}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
44	P04062	GBA1 GBA GC GLUC	DISEASE: Gaucher disease (GD) [MIM:230800]: An autosomal recessive lysosomal storage disease due to deficient activity of lysosomal beta-glucocerebrosidase, and characterized by accumulation of glucosylceramide in the reticulo-endothelial system. GD is a multisystem disease historically divided into three main subtypes on the basis of the presence of neurologic involvement, age at onset and progression rate: type 1 is the non-neuropathic form, type 2 is the acute neuropathic form with early onset and rapid neurologic deterioration, type 3 is the chronic neuropathic form with slow progression of neurologic features. GD shows a marked phenotypic diversity ranging from adult asymptomatic forms, at the mild end, to perinatal lethal forms at the severe end of the disease spectrum. Formal diagnosis of Gaucher disease is based on the measurement of glucocerebrosidase levels in circulating leukocytes and molecular genetic analysis. {ECO:0000269|PubMed:10352942, ECO:0000269|PubMed:10447266, ECO:0000269|PubMed:10744424, ECO:0000269|PubMed:11933202, ECO:0000269|PubMed:11992489, ECO:0000269|PubMed:15292921, ECO:0000269|PubMed:15826241, ECO:0000269|PubMed:15916907, ECO:0000269|PubMed:16293621, ECO:0000269|PubMed:17620502, ECO:0000269|PubMed:18332251, ECO:0000269|PubMed:1972019, ECO:0000269|PubMed:1974409, ECO:0000269|PubMed:19846850, ECO:0000269|PubMed:7475546, ECO:0000269|PubMed:7627184, ECO:0000269|PubMed:7627192, ECO:0000269|PubMed:8076951, ECO:0000269|PubMed:8294033, ECO:0000269|PubMed:8294487, ECO:0000269|PubMed:8432537, ECO:0000269|PubMed:8829654, ECO:0000269|PubMed:8829663, ECO:0000269|PubMed:8937765, ECO:0000269|PubMed:9061570, ECO:0000269|PubMed:9182788, ECO:0000269|PubMed:9217217, ECO:0000269|PubMed:9516376, ECO:0000269|PubMed:9554454, ECO:0000269|PubMed:9650766}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Gaucher disease 1 (GD1) [MIM:230800]: A form of Gaucher disease, an autosomal recessive lysosomal storage disease due to deficient activity of lysosomal beta-glucocerebrosidase, and characterized by accumulation of glucosylceramide in the reticulo-endothelial system. GD1 is characterized by hepatosplenomegaly with consequent anemia and thrombopenia, and bone involvement. The central nervous system is not involved. {ECO:0000269|PubMed:10206680, ECO:0000269|PubMed:10340647, ECO:0000269|PubMed:10360404, ECO:0000269|PubMed:10796875, ECO:0000269|PubMed:11933202, ECO:0000269|PubMed:12204005, ECO:0000269|PubMed:1301953, ECO:0000269|PubMed:1487244, ECO:0000269|PubMed:15605411, ECO:0000269|PubMed:1864608, ECO:0000269|PubMed:1899336, ECO:0000269|PubMed:21098288, ECO:0000269|PubMed:22658918, ECO:0000269|PubMed:2269438, ECO:0000269|PubMed:24022302, ECO:0000269|PubMed:24434810, ECO:0000269|PubMed:24577513, ECO:0000269|PubMed:2508065, ECO:0000269|PubMed:27825739, ECO:0000269|PubMed:32547927, ECO:0000269|PubMed:36776904, ECO:0000269|PubMed:7655857, ECO:0000269|PubMed:7915932, ECO:0000269|PubMed:7916532, ECO:0000269|PubMed:8294487, ECO:0000269|PubMed:8432537, ECO:0000269|PubMed:8547070, ECO:0000269|PubMed:8598642, ECO:0000269|PubMed:8790604, ECO:0000269|PubMed:8829663, ECO:0000269|PubMed:8889591, ECO:0000269|PubMed:9061570, ECO:0000269|PubMed:9153297, ECO:0000269|PubMed:9240741, ECO:0000269|PubMed:9295080, ECO:0000269|PubMed:9554746, ECO:0000269|PubMed:9683600, ECO:0000269|PubMed:9856561, ECO:0000269|Ref.14}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Gaucher disease 2 (GD2) [MIM:230900]: The most severe form of Gaucher disease, an autosomal recessive lysosomal storage disease due to deficient activity of lysosomal beta-glucocerebrosidase, and characterized by accumulation of glucosylceramide in the reticulo-endothelial system. GD2 is an acute neuronopathic form that manifests soon after birth, with death generally occurring before patients reach two years of age. Clinical features include hepatosplenomegaly, developmental regression, growth arrest, and rapidly progressing neurologic deterioration. {ECO:0000269|PubMed:10360404, ECO:0000269|PubMed:10649495, ECO:0000269|PubMed:10679038, ECO:0000269|PubMed:10796875, ECO:0000269|PubMed:11933202, ECO:0000269|PubMed:12204005, ECO:0000269|PubMed:15690354, ECO:0000269|PubMed:16293621, ECO:0000269|PubMed:21098288, ECO:0000269|PubMed:2269438, ECO:0000269|PubMed:24022302, ECO:0000269|PubMed:2464926, ECO:0000269|PubMed:27825739, ECO:0000269|PubMed:32547927, ECO:0000269|PubMed:7627192, ECO:0000269|PubMed:7981693, ECO:0000269|PubMed:8112750, ECO:0000269|PubMed:8294487, ECO:0000269|PubMed:8598642, ECO:0000269|PubMed:9153297, ECO:0000269|PubMed:9240741, ECO:0000269|PubMed:9279145, ECO:0000269|PubMed:9554454, ECO:0000269|PubMed:9554746, ECO:0000269|PubMed:9637431, ECO:0000269|PubMed:9851895, ECO:0000269|PubMed:9856561}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Gaucher disease 3 (GD3) [MIM:231000]: A form of Gaucher disease, an autosomal recessive lysosomal storage disease due to deficient activity of lysosomal beta-glucocerebrosidase, and characterized by accumulation of glucosylceramide in the reticulo-endothelial system. GD3 is a subacute neuronopathic form characterized by later onset and slower progression compared to Gaucher disease 2. {ECO:0000269|PubMed:10360404, ECO:0000269|PubMed:10796875, ECO:0000269|PubMed:11933202, ECO:0000269|PubMed:12204005, ECO:0000269|PubMed:1487244, ECO:0000269|PubMed:24022302, ECO:0000269|PubMed:2508065, ECO:0000269|PubMed:32547927, ECO:0000269|PubMed:34106956, ECO:0000269|PubMed:8294487, ECO:0000269|PubMed:8598642, ECO:0000269|PubMed:8780099, ECO:0000269|PubMed:9683600}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Gaucher disease 3C (GD3C) [MIM:231005]: A variant of subacute neuronopathic Gaucher disease 3 associated with cardiovascular calcifications. {ECO:0000269|PubMed:9040001}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Gaucher disease perinatal lethal (GDPL) [MIM:608013]: Distinct form of Gaucher disease type 2, characterized by fetal onset. Hydrops fetalis, in utero fetal death and neonatal distress are prominent features. When hydrops is absent, neurologic involvement begins in the first week and leads to death within 3 months. Hepatosplenomegaly is a major sign, and is associated with ichthyosis, arthrogryposis, and facial dysmorphism. {ECO:0000269|PubMed:10352942, ECO:0000269|PubMed:11933202}. Note=The disease is caused by variants affecting the gene represented in this entry. Perinatal lethal Gaucher disease is associated with non-immune hydrops fetalis, a generalized edema of the fetus with fluid accumulation in the body cavities due to non-immune causes. Non-immune hydrops fetalis is not a diagnosis in itself but a symptom, a feature of many genetic disorders, and the end-stage of a wide variety of disorders. {ECO:0000269|PubMed:10352942}.; DISEASE: Parkinson disease (PARK) [MIM:168600]: A complex neurodegenerative disorder characterized by bradykinesia, resting tremor, muscular rigidity and postural instability. Additional features are characteristic postural abnormalities, dysautonomia, dystonic cramps, and dementia. The pathology of Parkinson disease involves the loss of dopaminergic neurons in the substantia nigra and the presence of Lewy bodies (intraneuronal accumulations of aggregated proteins), in surviving neurons in various areas of the brain. The disease is progressive and usually manifests after the age of 50 years, although early-onset cases (before 50 years) are known. The majority of the cases are sporadic suggesting a multifactorial etiology based on environmental and genetic factors. However, some patients present with a positive family history for the disease. Familial forms of the disease usually begin at earlier ages and are associated with atypical clinical features. {ECO:0000269|PubMed:12847165, ECO:0000269|PubMed:16148263, ECO:0000269|PubMed:17620502, ECO:0000269|PubMed:18332251, ECO:0000269|PubMed:19286695, ECO:0000269|PubMed:19846850}. Note=Disease susceptibility may be associated with variants affecting the gene represented in this entry.	Homo sapiens (Human)
45	P17568	NDUFB7	DISEASE: Mitochondrial complex I deficiency, nuclear type 39 (MC1DN39) [MIM:620135]: A form of mitochondrial complex I deficiency, the most common biochemical signature of mitochondrial disorders, a group of highly heterogeneous conditions characterized by defective oxidative phosphorylation, which collectively affects 1 in 5-10000 live births. Clinical disorders have variable severity, ranging from lethal neonatal disease to adult-onset neurodegenerative disorders. Phenotypes include macrocephaly with progressive leukodystrophy, non-specific encephalopathy, cardiomyopathy, myopathy, liver disease, Leigh syndrome, Leber hereditary optic neuropathy, and some forms of Parkinson disease. MC1DN39 is an autosomal recessive form characterized by intrauterine growth retardation, anemia, and postpartum hypertrophic cardiomyopathy, lactic acidosis, encephalopathy, and a severe complex I defect with a fatal outcome. {ECO:0000269|PubMed:33502047}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
46	O15239	NDUFA1	DISEASE: Mitochondrial complex I deficiency, nuclear type 12 (MC1DN12) [MIM:301020]: A form of mitochondrial complex I deficiency, the most common biochemical signature of mitochondrial disorders, a group of highly heterogeneous conditions characterized by defective oxidative phosphorylation, which collectively affects 1 in 5-10000 live births. Clinical disorders have variable severity, ranging from lethal neonatal disease to adult-onset neurodegenerative disorders. Phenotypes include macrocephaly with progressive leukodystrophy, non-specific encephalopathy, cardiomyopathy, myopathy, liver disease, Leigh syndrome, Leber hereditary optic neuropathy, and some forms of Parkinson disease. {ECO:0000269|PubMed:17262856}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
47	O43181	NDUFS4	DISEASE: Mitochondrial complex I deficiency, nuclear type 1 (MC1DN1) [MIM:252010]: A form of mitochondrial complex I deficiency, the most common biochemical signature of mitochondrial disorders, a group of highly heterogeneous conditions characterized by defective oxidative phosphorylation, which collectively affects 1 in 5-10000 live births. Clinical disorders have variable severity, ranging from lethal neonatal disease to adult-onset neurodegenerative disorders. Phenotypes include macrocephaly with progressive leukodystrophy, non-specific encephalopathy, cardiomyopathy, myopathy, liver disease, Leigh syndrome, Leber hereditary optic neuropathy, and some forms of Parkinson disease. {ECO:0000269|PubMed:10944442, ECO:0000269|PubMed:11181577, ECO:0000269|PubMed:12616398, ECO:0000269|PubMed:15975579, ECO:0000269|PubMed:19107570, ECO:0000269|PubMed:19364667, ECO:0000269|PubMed:9463323}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
48	P51970	NDUFA8	DISEASE: Mitochondrial complex I deficiency, nuclear type 37 (MC1DN37) [MIM:619272]: A form of mitochondrial complex I deficiency, the most common biochemical signature of mitochondrial disorders, a group of highly heterogeneous conditions characterized by defective oxidative phosphorylation, which collectively affects 1 in 5-10000 live births. Clinical disorders have variable severity, ranging from lethal neonatal disease to adult-onset neurodegenerative disorders. Phenotypes include macrocephaly with progressive leukodystrophy, non-specific encephalopathy, cardiomyopathy, myopathy, liver disease, Leigh syndrome, Leber hereditary optic neuropathy, and some forms of Parkinson disease. MC1DN37 features include developmental delay, cerebral atrophy, epilepsy, growth retardation, congenital myopathy with disproportion of fibers, and severely decreased activity of complex I. MC1DN37 transmission pattern is consistent with autosomal recessive inheritance. {ECO:0000269|PubMed:32385911, ECO:0000269|PubMed:33153867}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
49	O75380	NDUFS6	DISEASE: Mitochondrial complex I deficiency, nuclear type 9 (MC1DN9) [MIM:618232]: A form of mitochondrial complex I deficiency, the most common biochemical signature of mitochondrial disorders, a group of highly heterogeneous conditions characterized by defective oxidative phosphorylation, which collectively affects 1 in 5-10000 live births. Clinical disorders have variable severity, ranging from lethal neonatal disease to adult-onset neurodegenerative disorders. Phenotypes include macrocephaly with progressive leukodystrophy, non-specific encephalopathy, cardiomyopathy, myopathy, liver disease, Leigh syndrome, Leber hereditary optic neuropathy, and some forms of Parkinson disease. MC1DN9 transmission pattern is consistent with autosomal recessive inheritance. {ECO:0000269|PubMed:15372108, ECO:0000269|PubMed:19259137}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
