	Entry	Gene Names	Involvement in disease	Organism
36	O60706	ABCC9 SUR2	DISEASE: Cardiomyopathy, dilated, 1O (CMD1O) [MIM:608569]: A disorder characterized by ventricular dilation and impaired systolic function, resulting in congestive heart failure and arrhythmia. Patients are at risk of premature death. {ECO:0000269|PubMed:15034580}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Atrial fibrillation, familial, 12 (ATFB12) [MIM:614050]: A familial form of atrial fibrillation, a common sustained cardiac rhythm disturbance. Atrial fibrillation is characterized by disorganized atrial electrical activity and ineffective atrial contraction promoting blood stasis in the atria and reduces ventricular filling. It can result in palpitations, syncope, thromboembolic stroke, and congestive heart failure. {ECO:0000269|PubMed:17245405}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Hypertrichotic osteochondrodysplasia (HTOCD) [MIM:239850]: A rare disorder characterized by congenital hypertrichosis, neonatal macrosomia, a distinct osteochondrodysplasia, and cardiomegaly. The hypertrichosis leads to thick scalp hair, which extends onto the forehead, and a general increase in body hair. In addition, macrocephaly and coarse facial features, including a broad nasal bridge, epicanthal folds, a wide mouth, and full lips, can be suggestive of a storage disorder. About half of affected individuals are macrosomic and edematous at birth, whereas in childhood they usually have a muscular appearance with little subcutaneous fat. Thickened calvarium, narrow thorax, wide ribs, flattened or ovoid vertebral bodies, coxa valga, osteopenia, enlarged medullary canals, and metaphyseal widening of long bones have been reported. Cardiac manifestations such as patent ductus arteriosus, ventricular hypertrophy, pulmonary hypertension, and pericardial effusions are present in approximately 80% of cases. Motor development is usually delayed due to hypotonia. Most patients have a mild speech delay, and a small percentage have learning difficulties or intellectual disability. {ECO:0000269|PubMed:22608503, ECO:0000269|PubMed:22610116, ECO:0000269|PubMed:26621776}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Intellectual disability and myopathy syndrome (IDMYS) [MIM:619719]: An autosomal recessive disorder characterized by global developmental delay, mildly impaired intellectual development, hypotonia, muscle weakness and fatigue, and white matter abnormalities on brain imaging. Variable additional features may include sensorineural hearing loss, dysmorphic facies, and progressive heart disease. {ECO:0000269|PubMed:31575858}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
37	O75112	LDB3 KIAA0613 ZASP	DISEASE: Cardiomyopathy, dilated, 1C, with or without left ventricular non-compaction (CMD1C) [MIM:601493]: A disorder characterized by ventricular dilation and impaired systolic function, resulting in congestive heart failure and arrhythmia. Patients are at risk of premature death. Cardiomyopathy dilated type 1C is associated with left ventricular non-compaction in some patients. Left ventricular non-compaction is characterized by numerous prominent trabeculations and deep intertrabecular recesses in hypertrophied and hypokinetic segments of the left ventricle. {ECO:0000269|PubMed:14660611, ECO:0000269|PubMed:14662268}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Left ventricular non-compaction 3 (LVNC3) [MIM:601493]: A form of left ventricular non-compaction, a cardiomyopathy due to myocardial morphogenesis arrest and characterized by a hypertrophic left ventricle, a severely thickened 2-layered myocardium, numerous prominent trabeculations, deep intertrabecular recesses, and poor systolic function. Clinical manifestations are variable. Some affected individuals experience no symptoms at all, others develop heart failure. In some cases, left ventricular non-compaction is associated with other congenital heart anomalies. LVNC3 is an autosomal dominant condition. {ECO:0000269|PubMed:16427346}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Myopathy, myofibrillar, 4 (MFM4) [MIM:609452]: A form of myofibrillar myopathy, a group of chronic neuromuscular disorders characterized at ultrastructural level by disintegration of the sarcomeric Z disk and myofibrils, and replacement of the normal myofibrillar markings by small dense granules, or larger hyaline masses, or amorphous material. MFM4 is characterized by distal and proximal muscle weakness with signs of cardiomyopathy and neuropathy. {ECO:0000269|PubMed:15668942, ECO:0000269|PubMed:25208129}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Cardiomyopathy, familial hypertrophic, 24 (CMH24) [MIM:601493]: A hereditary heart disorder characterized by ventricular hypertrophy, which is usually asymmetric and often involves the interventricular septum. The symptoms include dyspnea, syncope, collapse, palpitations, and chest pain. They can be readily provoked by exercise. The disorder has inter- and intrafamilial variability ranging from benign to malignant forms with high risk of cardiac failure and sudden cardiac death. {ECO:0000269|PubMed:17097056, ECO:0000269|PubMed:25616123}. Note=The disease may be caused by variants affecting the gene represented in this entry.; DISEASE: Cardiomyopathy, dilated, 2L (CMD2L) [MIM:621237]: A form of dilated cardiomyopathy, a disorder characterized by ventricular dilation and impaired systolic function, resulting in congestive heart failure and arrhythmia. Patients are at risk of premature death. CMD2L is an autosomal recessive, severe form characterized by neonatal or infantile onset. Some patients show additional skeletal muscle involvement. Death in infancy or early childhood may occur. {ECO:0000269|PubMed:36253531}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
38	P36382	GJA5	DISEASE: Atrial standstill 1 (ATRST1) [MIM:108770]: A rare arrhythmia characterized by the absence of electrical and mechanical activity in the atria. Electrocardiographically, it is characterized by bradycardia, the absence of P waves, and a junctional narrow complex escape rhythm. {ECO:0000269|PubMed:16790700}. Note=The disease may be caused by variants affecting distinct genetic loci, including the gene represented in this entry. A rare GJA5 genotype has been detected in combination with a mutation in SCN5A in a large family with atrial standstill.; DISEASE: Atrial fibrillation, familial, 11 (ATFB11) [MIM:614049]: A familial form of atrial fibrillation, a common sustained cardiac rhythm disturbance. Atrial fibrillation is characterized by disorganized atrial electrical activity and ineffective atrial contraction promoting blood stasis in the atria and reduces ventricular filling. It can result in palpitations, syncope, thromboembolic stroke, and congestive heart failure. {ECO:0000269|PubMed:20650941}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
39	P17661	DES	DISEASE: Myopathy, myofibrillar, 1 (MFM1) [MIM:601419]: A form of myofibrillar myopathy, a group of chronic neuromuscular disorders characterized at ultrastructural level by disintegration of the sarcomeric Z disk and myofibrils, and replacement of the normal myofibrillar markings by small dense granules, or larger hyaline masses, or amorphous material. MFM1 is characterized by skeletal muscle weakness associated with cardiac conduction blocks, arrhythmias, restrictive heart failure, and accumulation of desmin-reactive deposits in cardiac and skeletal muscle cells. {ECO:0000269|PubMed:10545598, ECO:0000269|PubMed:10717012, ECO:0000269|PubMed:10905661, ECO:0000269|PubMed:11061256, ECO:0000269|PubMed:11668632, ECO:0000269|PubMed:12620971, ECO:0000269|PubMed:12766977, ECO:0000269|PubMed:14648196, ECO:0000269|PubMed:14711882, ECO:0000269|PubMed:14724127, ECO:0000269|PubMed:15495235, ECO:0000269|PubMed:15800015, ECO:0000269|PubMed:16009553, ECO:0000269|PubMed:16376610, ECO:0000269|PubMed:16865695, ECO:0000269|PubMed:17221859, ECO:0000269|PubMed:18061454, ECO:0000269|PubMed:19879535, ECO:0000269|PubMed:20829228, ECO:0000269|PubMed:22106715, ECO:0000269|PubMed:22395865, ECO:0000269|PubMed:23615443, ECO:0000269|PubMed:23687351, ECO:0000269|PubMed:25208129, ECO:0000269|PubMed:25394388, ECO:0000269|PubMed:27733623, ECO:0000269|PubMed:28470624, ECO:0000269|PubMed:9697706, ECO:0000269|PubMed:9736733}. Note=The disease is caused by variants affecting the gene represented in this entry. Mutations in the DES gene are associated with a variable clinical phenotype which encompasses isolated myopathies, pure cardiac phenotypes (including dilated cardiomyopathy, restrictive cardiomyopathy and arrhythmogenic right ventricular cardiomyopathy), cardiac conduction disease, and combinations of these disorders. If both cardiologic and neurologic features occur, they can manifest in any order, as cardiologic features can precede, occur simultaneously with, or follow manifestation of generalized neuromuscular disease (PubMed:19879535). {ECO:0000269|PubMed:19879535}.; DISEASE: Cardiomyopathy, dilated, 1I (CMD1I) [MIM:604765]: A disorder characterized by ventricular dilation and impaired systolic function, resulting in congestive heart failure and arrhythmia. Patients are at risk of premature death. {ECO:0000269|PubMed:10430757, ECO:0000269|PubMed:24200904, ECO:0000269|PubMed:26724190, ECO:0000269|PubMed:30262925}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Neurogenic scapuloperoneal syndrome Kaeser type (Kaeser syndrome) [MIM:181400]: Autosomal dominant disorder with a peculiar scapuloperoneal distribution of weakness and atrophy. A large clinical variability is observed ranging from scapuloperoneal, limb grindle and distal phenotypes with variable cardiac or respiratory involvement. Facial weakness, dysphagia and gynaecomastia are frequent additional symptoms. Affected men seemingly bear a higher risk of sudden, cardiac death as compared to affected women. Histological and immunohistochemical examination of muscle biopsy specimens reveal a wide spectrum of findings ranging from near normal or unspecific pathology to typical, myofibrillar changes with accumulation of desmin. {ECO:0000269|PubMed:17439987, ECO:0000269|PubMed:25394388}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
40	O95677	EYA4	DISEASE: Deafness, autosomal dominant, 10 (DFNA10) [MIM:601316]: A form of non-syndromic sensorineural hearing loss. Sensorineural deafness results from damage to the neural receptors of the inner ear, the nerve pathways to the brain, or the area of the brain that receives sound information. {ECO:0000269|PubMed:11159937, ECO:0000269|PubMed:22938506, ECO:0000269|PubMed:25809937, ECO:0000269|PubMed:25961296}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Cardiomyopathy, dilated, 1J (CMD1J) [MIM:605362]: A disorder characterized by ventricular dilation and impaired systolic function, resulting in congestive heart failure and arrhythmia. Patients are at risk of premature death. CMD1J is characterized by the association of sensorineural hearing loss and dilated cardiomyopathy in the absence of other anomalies. {ECO:0000269|PubMed:15735644}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
41	P50402	EMD EDMD STA	DISEASE: Emery-Dreifuss muscular dystrophy 1, X-linked (EDMD1) [MIM:310300]: A form of Emery-Dreifuss muscular dystrophy, a degenerative myopathy characterized by weakness and atrophy of muscle without involvement of the nervous system, early contractures of the elbows, Achilles tendons and spine, and cardiomyopathy associated with cardiac conduction defects. {ECO:0000269|PubMed:10323252, ECO:0000269|PubMed:10382909, ECO:0000269|PubMed:10393813, ECO:0000269|PubMed:11587540, ECO:0000269|PubMed:15009215, ECO:0000269|PubMed:15328537, ECO:0000269|PubMed:32549231}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Cardiomyopathy, dilated, 3C (CMD3C) [MIM:301163]: An X-linked, severe form of dilated cardiomyopathy, a disorder characterized by ventricular dilation and impaired systolic function, resulting in congestive heart failure and arrhythmia. Patients are at risk of premature death. {ECO:0000269|PubMed:18266676, ECO:0000269|PubMed:24997722, ECO:0000269|PubMed:32755394, ECO:0000269|PubMed:40065010}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
42	Q9NY72	SCN3B KIAA1158	DISEASE: Brugada syndrome 7 (BRGDA7) [MIM:613120]: A tachyarrhythmia characterized by right bundle branch block and ST segment elevation on an electrocardiogram (ECG). It can cause the ventricles to beat so fast that the blood is prevented from circulating efficiently in the body. When this situation occurs, the individual will faint and may die in a few minutes if the heart is not reset. {ECO:0000269|PubMed:20031595}. Note=The gene represented in this entry may be involved in disease pathogenesis.; DISEASE: Atrial fibrillation, familial, 16 (ATFB16) [MIM:613120]: A familial form of atrial fibrillation, a common sustained cardiac rhythm disturbance. Atrial fibrillation is characterized by disorganized atrial electrical activity and ineffective atrial contraction promoting blood stasis in the atria and reduces ventricular filling. It can result in palpitations, syncope, thromboembolic stroke, and congestive heart failure. {ECO:0000269|PubMed:20558140, ECO:0000269|PubMed:21051419}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
43	Q9BR39	JPH2 JP2	DISEASE: Cardiomyopathy, familial hypertrophic, 17 (CMH17) [MIM:613873]: A hereditary heart disorder characterized by ventricular hypertrophy, which is usually asymmetric and often involves the interventricular septum. The symptoms include dyspnea, syncope, collapse, palpitations, and chest pain. They can be readily provoked by exercise. The disorder has inter- and intrafamilial variability ranging from benign to malignant forms with high risk of cardiac failure and sudden cardiac death. {ECO:0000269|PubMed:17509612, ECO:0000269|PubMed:24001019, ECO:0000269|PubMed:28393127, ECO:0000269|PubMed:30235249}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Cardiomyopathy, dilated, 2E (CMD2E) [MIM:619492]: A form of dilated cardiomyopathy, a disorder characterized by ventricular dilation and impaired systolic function, resulting in congestive heart failure and arrhythmia. Patients are at risk of premature death. CMD2E is an autosomal recessive form with neonatal or early childhood onset and rapid progression to cardiac failure. {ECO:0000269|PubMed:30384889, ECO:0000269|PubMed:31227780}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
44	P01160	NPPA ANP PND	DISEASE: Atrial standstill 2 (ATRST2) [MIM:615745]: A rare arrhythmia characterized by the absence of electrical and mechanical activity in the atria. Electrocardiographically, it is characterized by bradycardia, the absence of P waves, and a junctional narrow complex escape rhythm. {ECO:0000269|PubMed:23275345}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Atrial fibrillation, familial, 6 (ATFB6) [MIM:612201]: A familial form of atrial fibrillation, a common sustained cardiac rhythm disturbance. Atrial fibrillation is characterized by disorganized atrial electrical activity and ineffective atrial contraction promoting blood stasis in the atria and reduces ventricular filling. It can result in palpitations, syncope, thromboembolic stroke, and congestive heart failure. {ECO:0000269|PubMed:18614783}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
45	Q86YF9	DZIP1 DZIP DZIP2 KIAA0996	DISEASE: Mitral valve prolapse 3 (MVP3) [MIM:610840]: An autosomal dominant form of mitral valve prolapse, a valvular heart disease characterized by abnormally elongated and thickened mitral valve leaflets, that typically show myxomatous degeneration with increased leaflet compliance. It is associated with mitral regurgitation. Myxomatous mitral valves have an abnormal layered architecture characterized by loose collagen in fibrosa, expanded spongiosa strongly positive for proteoglycans, and disrupted elastin in atrialis. In classic mitral valve prolapse, leaflets are at least 5 mm thick, whereas in the non-classic form, they are less than 5 mm thick. Severe classic mitral valve prolapse is strongly associated with arrhythmias, endocarditis, heart failure, and need for valve surgery. {ECO:0000269|PubMed:31118289}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Spermatogenic failure 47 (SPGF47) [MIM:619102]: An autosomal recessive infertility disorder caused by spermatogenesis defects resulting in asthenoteratozoospermia. SPGF47 is characterized by reduced sperm concentrations and immotile spermatozoa, with short or absent flagella as well as centriolar abnormalities. {ECO:0000269|PubMed:32051257}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
46	P49810	PSEN2 AD4 PS2 PSNL2 STM2	DISEASE: Alzheimer disease 4 (AD4) [MIM:606889]: A familial early-onset form of Alzheimer disease. Alzheimer disease is a neurodegenerative disorder characterized by progressive dementia, loss of cognitive abilities, and deposition of fibrillar amyloid proteins as intraneuronal neurofibrillary tangles, extracellular amyloid plaques and vascular amyloid deposits. The major constituents of these plaques are neurotoxic amyloid-beta protein 40 and amyloid-beta protein 42, that are produced by the proteolysis of the transmembrane APP protein. The cytotoxic C-terminal fragments (CTFs) and the caspase-cleaved products, such as C31, are also implicated in neuronal death. {ECO:0000269|PubMed:10631141, ECO:0000269|PubMed:10732806, ECO:0000269|PubMed:14681895, ECO:0000269|PubMed:16752394, ECO:0000269|PubMed:16959576, ECO:0000269|PubMed:21285369, ECO:0000269|PubMed:21544564, ECO:0000269|PubMed:22503161, ECO:0000269|PubMed:24838186, ECO:0000269|PubMed:24844686, ECO:0000269|PubMed:27293189, ECO:0000269|PubMed:7638622, ECO:0000269|PubMed:7651536, ECO:0000269|PubMed:9384602}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Cardiomyopathy, dilated, 1V (CMD1V) [MIM:613697]: A disorder characterized by ventricular dilation and impaired systolic function, resulting in congestive heart failure and arrhythmia. Patients are at risk of premature death. {ECO:0000269|PubMed:17186461}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
47	Q99967	CITED2 MRG1	DISEASE: Ventricular septal defect 2 (VSD2) [MIM:614431]: A common form of congenital cardiovascular anomaly that may occur alone or in combination with other cardiac malformations. It can affect any portion of the ventricular septum, resulting in abnormal communications between the two lower chambers of the heart. Classification is based on location of the communication, such as perimembranous, inlet, outlet (infundibular), central muscular, marginal muscular, or apical muscular defect. Large defects that go unrepaired may give rise to cardiac enlargement, congestive heart failure, pulmonary hypertension, Eisenmenger's syndrome, delayed fetal brain development, arrhythmias, and even sudden cardiac death. {ECO:0000269|PubMed:16287139}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Atrial septal defect 8 (ASD8) [MIM:614433]: A congenital heart malformation characterized by incomplete closure of the wall between the atria resulting in blood flow from the left to the right atria. {ECO:0000269|PubMed:16287139}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
48	P45379	TNNT2	DISEASE: Cardiomyopathy, familial hypertrophic, 2 (CMH2) [MIM:115195]: A hereditary heart disorder characterized by ventricular hypertrophy, which is usually asymmetric and often involves the interventricular septum. The symptoms include dyspnea, syncope, collapse, palpitations, and chest pain. They can be readily provoked by exercise. The disorder has inter- and intrafamilial variability ranging from benign to malignant forms with high risk of cardiac failure and sudden cardiac death. {ECO:0000269|PubMed:10525521, ECO:0000269|PubMed:11034944, ECO:0000269|PubMed:12707239, ECO:0000269|PubMed:12974739, ECO:0000269|PubMed:15563892, ECO:0000269|PubMed:16199542, ECO:0000269|PubMed:21846512, ECO:0000269|PubMed:7898523, ECO:0000269|PubMed:8205619, ECO:0000269|PubMed:8989109, ECO:0000269|PubMed:9060892, ECO:0000269|PubMed:9140840, ECO:0000269|PubMed:9482583, ECO:0000269|Ref.19}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Cardiomyopathy, dilated, 1D (CMD1D) [MIM:601494]: A disorder characterized by ventricular dilation and impaired systolic function, resulting in congestive heart failure and arrhythmia. Patients are at risk of premature death. {ECO:0000269|PubMed:11106718, ECO:0000269|PubMed:11684629, ECO:0000269|PubMed:15542288, ECO:0000269|PubMed:15769782, ECO:0000269|PubMed:21846512}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Cardiomyopathy, familial restrictive 3 (RCM3) [MIM:612422]: A heart disorder characterized by impaired filling of the ventricles with reduced diastolic volume, in the presence of normal or near normal wall thickness and systolic function. {ECO:0000269|PubMed:16651346}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
49	P68032	ACTC1 ACTC	DISEASE: Cardiomyopathy, dilated, 1R (CMD1R) [MIM:613424]: A disorder characterized by ventricular dilation and impaired systolic function, resulting in congestive heart failure and arrhythmia. Patients are at risk of premature death. {ECO:0000269|PubMed:9563954}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Cardiomyopathy, familial hypertrophic, 11 (CMH11) [MIM:612098]: A hereditary heart disorder characterized by ventricular hypertrophy, which is usually asymmetric and often involves the interventricular septum. The symptoms include dyspnea, syncope, collapse, palpitations, and chest pain. They can be readily provoked by exercise. The disorder has inter- and intrafamilial variability ranging from benign to malignant forms with high risk of cardiac failure and sudden cardiac death. {ECO:0000269|PubMed:10330430, ECO:0000269|PubMed:10966831, ECO:0000269|PubMed:14729850, ECO:0000269|PubMed:18403758}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Atrial septal defect 5 (ASD5) [MIM:612794]: A congenital heart malformation characterized by incomplete closure of the wall between the atria resulting in blood flow from the left to the right atria. {ECO:0000269|PubMed:17947298}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
50	Q9Y4J8	DTNA DRP3	DISEASE: Left ventricular non-compaction 1 (LVNC1) [MIM:604169]: A form of left ventricular non-compaction, a cardiomyopathy due to myocardial morphogenesis arrest and characterized by a hypertrophic left ventricle, a severely thickened 2-layered myocardium, numerous prominent trabeculations, deep intertrabecular recesses, and poor systolic function. Clinical manifestations are variable. Some affected individuals experience no symptoms at all, others develop heart failure. In some cases, left ventricular non-compaction is associated with other congenital heart anomalies. LVNC1 is an autosomal dominant condition. {ECO:0000269|PubMed:11238270, ECO:0000269|PubMed:29118297}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Myopathy with myalgia, increased serum creatine kinase, and with or without episodic rhabdomyolysis 2 (MMCKR2) [MIM:620971]: An autosomal dominant muscular disorder characterized by myalgia, muscle cramps and exercise intolerance with variable ages of onset, and persistent elevations of serum creatine kinase levels. Muscle biopsy shows mixed myopathic and dystrophic findings, characterized by fiber size variability, internalized nuclei, and slightly increased extracellular connective tissue and inflammation. {ECO:0000269|PubMed:36799992}. Note=The disease may be caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
51	P63252	KCNJ2 IRK1	DISEASE: Long QT syndrome 7 (LQT7) [MIM:170390]: A heart disorder characterized by a prolonged QT interval on the ECG and polymorphic ventricular arrhythmias. They cause syncope and sudden death in response to exercise or emotional stress, and can present with a sentinel event of sudden cardiac death in infancy. Long QT syndrome type 7 manifests itself as a clinical triad consisting of potassium-sensitive periodic paralysis, ventricular ectopy and dysmorphic features. {ECO:0000269|PubMed:11371347, ECO:0000269|PubMed:12148092, ECO:0000269|PubMed:12163457, ECO:0000269|PubMed:16571646, ECO:0000269|PubMed:17324964}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Short QT syndrome 3 (SQT3) [MIM:609622]: A form of short QT syndrome, a heart disorder characterized by idiopathic persistently and uniformly short QT interval on ECG in the absence of structural heart disease in affected individuals. It can cause syncope and sudden death. SQT3 has a unique ECG phenotype characterized by asymmetrical T waves. {ECO:0000269|PubMed:15761194}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Atrial fibrillation, familial, 9 (ATFB9) [MIM:613980]: A familial form of atrial fibrillation, a common sustained cardiac rhythm disturbance. Atrial fibrillation is characterized by disorganized atrial electrical activity and ineffective atrial contraction promoting blood stasis in the atria and reduces ventricular filling. It can result in palpitations, syncope, thromboembolic stroke, and congestive heart failure. {ECO:0000269|PubMed:15922306}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
52	O95255	ABCC6 ARA MRP6	DISEASE: Pseudoxanthoma elasticum (PXE) [MIM:264800]: A multisystem disorder characterized by accumulation of mineralized and fragmented elastic fibers in the skin, vascular walls, and Burch membrane in the eye. Clinically, patients exhibit characteristic lesions of the posterior segment of the eye including peau d'orange, angioid streaks, and choroidal neovascularizations, of the skin including soft, ivory colored papules in a reticular pattern that predominantly affect the neck and large flexor surfaces, and of the cardiovascular system with peripheral and coronary arterial occlusive disease as well as gastrointestinal bleedings. {ECO:0000269|PubMed:10811882, ECO:0000269|PubMed:10835642, ECO:0000269|PubMed:10954200, ECO:0000269|PubMed:11427982, ECO:0000269|PubMed:11536079, ECO:0000269|PubMed:11702217, ECO:0000269|PubMed:11880368, ECO:0000269|PubMed:15086542, ECO:0000269|PubMed:15098239, ECO:0000269|PubMed:15459974, ECO:0000269|PubMed:16086317, ECO:0000269|PubMed:17617515, ECO:0000269|PubMed:19339160, ECO:0000269|PubMed:20034067, ECO:0000269|PubMed:24277820, ECO:0000269|PubMed:25615550, ECO:0000269|PubMed:30154241}. Note=The disease is caused by variants affecting the gene represented in this entry. Homozygous or compound heterozygous ABCC6 mutations have been found in the overwhelming majority of cases. Individuals carrying heterozygous mutations express limited manifestations of the pseudoxanthoma elasticum phenotype.; DISEASE: Arterial calcification of infancy, generalized, 2 (GACI2) [MIM:614473]: A severe autosomal recessive disorder characterized by calcification of the internal elastic lamina of muscular arteries and stenosis due to myointimal proliferation. The disorder is often fatal within the first 6 months of life because of myocardial ischemia resulting in refractory heart failure. {ECO:0000269|PubMed:22209248}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
53	P43694	GATA4	DISEASE: Atrial septal defect 2 (ASD2) [MIM:607941]: A congenital heart malformation characterized by incomplete closure of the wall between the atria resulting in blood flow from the left to the right atria. Patients show other heart abnormalities including ventricular and atrioventricular septal defects, pulmonary valve thickening or insufficiency of the cardiac valves. The disease is not associated with defects in the cardiac conduction system or non-cardiac abnormalities. {ECO:0000269|PubMed:12845333, ECO:0000269|PubMed:15810002, ECO:0000269|PubMed:17643447, ECO:0000269|PubMed:18055909, ECO:0000269|PubMed:20347099, ECO:0000269|PubMed:20659440, ECO:0000269|PubMed:27984724}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Ventricular septal defect 1 (VSD1) [MIM:614429]: A common form of congenital cardiovascular anomaly that may occur alone or in combination with other cardiac malformations. It can affect any portion of the ventricular septum, resulting in abnormal communications between the two lower chambers of the heart. Classification is based on location of the communication, such as perimembranous, inlet, outlet (infundibular), central muscular, marginal muscular, or apical muscular defect. Large defects that go unrepaired may give rise to cardiac enlargement, congestive heart failure, pulmonary hypertension, Eisenmenger's syndrome, delayed fetal brain development, arrhythmias, and even sudden cardiac death. {ECO:0000269|PubMed:18672102, ECO:0000269|PubMed:21110066, ECO:0000269|PubMed:21637914, ECO:0000269|PubMed:22101736}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Tetralogy of Fallot (TOF) [MIM:187500]: A congenital heart anomaly which consists of pulmonary stenosis, ventricular septal defect, dextroposition of the aorta (aorta is on the right side instead of the left) and hypertrophy of the right ventricle. In this condition, blood from both ventricles (oxygen-rich and oxygen-poor) is pumped into the body often causing cyanosis. {ECO:0000269|PubMed:18672102, ECO:0000269|PubMed:21110066, ECO:0000269|PubMed:24000169}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Atrioventricular septal defect 4 (AVSD4) [MIM:614430]: A congenital heart malformation characterized by a common atrioventricular junction coexisting with deficient atrioventricular septation. The complete form involves underdevelopment of the lower part of the atrial septum and the upper part of the ventricular septum; the valve itself is also shared. A less severe form, known as ostium primum atrial septal defect, is characterized by separate atrioventricular valvar orifices despite a common junction. {ECO:0000269|PubMed:17643447}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Testicular anomalies with or without congenital heart disease (TACHD) [MIM:615542]: A 46,XY disorder of sex development with variable clinical presentation and defects in testicular differentiation and function. Clinical features include ambiguous genitalia, fused labioscrotal folds, hypospadias, microphallus, and bilateral inguinal hernia containing gonads. {ECO:0000269|PubMed:21220346}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Note=GATA4 mutations can predispose to dilated cardiomyopathy (CMD), a disorder characterized by ventricular dilation and impaired systolic function, resulting in congestive heart failure and arrhythmia. Patients are at risk of premature death. {ECO:0000269|PubMed:24041700, ECO:0000269|PubMed:25017055}.	Homo sapiens (Human)
54	P04049	RAF1 RAF	DISEASE: Noonan syndrome 5 (NS5) [MIM:611553]: A form of Noonan syndrome, a disease characterized by short stature, facial dysmorphic features such as hypertelorism, a downward eyeslant and low-set posteriorly rotated ears, and a high incidence of congenital heart defects and hypertrophic cardiomyopathy. Other features can include a short neck with webbing or redundancy of skin, deafness, motor delay, variable intellectual deficits, multiple skeletal defects, cryptorchidism, and bleeding diathesis. Individuals with Noonan syndrome are at risk of juvenile myelomonocytic leukemia, a myeloproliferative disorder characterized by excessive production of myelomonocytic cells. {ECO:0000269|PubMed:17603482, ECO:0000269|PubMed:17603483, ECO:0000269|PubMed:20683980}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: LEOPARD syndrome 2 (LPRD2) [MIM:611554]: A disorder characterized by lentigines, electrocardiographic conduction abnormalities, ocular hypertelorism, pulmonic stenosis, abnormalities of genitalia, retardation of growth, and sensorineural deafness. {ECO:0000269|PubMed:17603483}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Cardiomyopathy, dilated, 1NN (CMD1NN) [MIM:615916]: A disorder characterized by ventricular dilation and impaired systolic function, resulting in congestive heart failure and arrhythmia. Patients are at risk of premature death. {ECO:0000269|PubMed:24777450}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
