	Entry	Gene Names	Involvement in disease	Organism
45	Q6ZW61	BBS12 C4orf24	DISEASE: Bardet-Biedl syndrome 12 (BBS12) [MIM:615989]: A syndrome characterized by usually severe pigmentary retinopathy, early-onset obesity, polydactyly, hypogenitalism, renal malformation and intellectual disability. Secondary features include diabetes mellitus, hypertension and congenital heart disease. Bardet-Biedl syndrome inheritance is autosomal recessive, but three mutated alleles (two at one locus, and a third at a second locus) may be required for clinical manifestation of some forms of the disease. {ECO:0000269|PubMed:17160889, ECO:0000269|PubMed:20080638, ECO:0000269|PubMed:20120035, ECO:0000269|PubMed:21344540}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
46	A8MTZ0	BBIP1 BBIP10 NCRNA00081	DISEASE: Bardet-Biedl syndrome 18 (BBS18) [MIM:615995]: A syndrome characterized by usually severe pigmentary retinopathy, early-onset obesity, polydactyly, hypogenitalism, renal malformation and intellectual disability. Secondary features include diabetes mellitus, hypertension and congenital heart disease. Bardet-Biedl syndrome inheritance is autosomal recessive, but three mutated alleles (two at one locus, and a third at a second locus) may be required for clinical manifestation of some forms of the disease. {ECO:0000269|PubMed:24026985}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
47	Q8TAM1	BBS10 C12orf58	DISEASE: Bardet-Biedl syndrome 10 (BBS10) [MIM:615987]: A syndrome characterized by usually severe pigmentary retinopathy, early-onset obesity, polydactyly, hypogenitalism, renal malformation and intellectual disability. Secondary features include diabetes mellitus, hypertension and congenital heart disease. Bardet-Biedl syndrome inheritance is autosomal recessive, but three mutated alleles (two at one locus, and a third at a second locus) may be required for clinical manifestation of some forms of the disease. {ECO:0000269|PubMed:16582908, ECO:0000269|PubMed:16823392, ECO:0000269|PubMed:20080638, ECO:0000269|PubMed:20120035, ECO:0000269|PubMed:21344540, ECO:0000269|PubMed:23219996, ECO:0000269|PubMed:28808579}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
48	Q8N3I7	BBS5	DISEASE: Bardet-Biedl syndrome 5 (BBS5) [MIM:615983]: A syndrome characterized by usually severe pigmentary retinopathy, early-onset obesity, polydactyly, hypogenitalism, renal malformation and intellectual disability. Secondary features include diabetes mellitus, hypertension and congenital heart disease. Bardet-Biedl syndrome inheritance is autosomal recessive, but three mutated alleles (two at one locus, and a third at a second locus) may be required for clinical manifestation of some forms of the disease. {ECO:0000269|PubMed:15137946, ECO:0000269|PubMed:18203199, ECO:0000269|PubMed:21344540}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
49	Q96RK4	BBS4	DISEASE: Bardet-Biedl syndrome 4 (BBS4) [MIM:615982]: A syndrome characterized by usually severe pigmentary retinopathy, early-onset obesity, polydactyly, hypogenitalism, renal malformation and intellectual disability. Secondary features include diabetes mellitus, hypertension and congenital heart disease. Bardet-Biedl syndrome inheritance is autosomal recessive, but three mutated alleles (two at one locus, and a third at a second locus) may be required for clinical manifestation of some forms of the disease. {ECO:0000269|PubMed:11381270, ECO:0000269|PubMed:12016587, ECO:0000269|PubMed:12677556, ECO:0000269|PubMed:12872256, ECO:0000269|PubMed:12920096, ECO:0000269|PubMed:15666242, ECO:0000269|PubMed:15770229}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
50	Q9BW83	IFT27 RABL4 RAYL	DISEASE: Bardet-Biedl syndrome 19 (BBS19) [MIM:615996]: A syndrome characterized by usually severe pigmentary retinopathy, early-onset obesity, polydactyly, hypogenitalism, renal malformation and intellectual disability. Secondary features include diabetes mellitus, hypertension and congenital heart disease. Bardet-Biedl syndrome inheritance is autosomal recessive, but three mutated alleles (two at one locus, and a third at a second locus) may be required for clinical manifestation of some forms of the disease. {ECO:0000269|PubMed:24488770}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
51	Q9ULC3	RAB23 HSPC137	DISEASE: Carpenter syndrome 1 (CRPT1) [MIM:201000]: A rare autosomal recessive disorder characterized by acrocephaly with variable synostosis of the sagittal, lambdoid, and coronal sutures; peculiar facies; brachydactyly of the hands with syndactyly; preaxial polydactyly and syndactyly of the feet; congenital heart defects; growth retardation; intellectual disability; hypogenitalism; and obesity. In addition, cerebral malformations, oral and dental abnormalities, coxa valga, genu valgum, hydronephrosis, precocious puberty, and hearing loss may be observed. {ECO:0000269|PubMed:17503333, ECO:0000269|PubMed:21412941, ECO:0000269|PubMed:40825043}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
52	Q3SYG4	BBS9 PTHB1	DISEASE: Note=A chromosomal aberration involving PTHB1 has been found in Wilms tumor. Translocation t(1;7)(q42;p15) with OBSCN. {ECO:0000269|PubMed:12618763}.; DISEASE: Bardet-Biedl syndrome 9 (BBS9) [MIM:615986]: A syndrome characterized by usually severe pigmentary retinopathy, early-onset obesity, polydactyly, hypogenitalism, renal malformation and intellectual disability. Secondary features include diabetes mellitus, hypertension and congenital heart disease. Bardet-Biedl syndrome inheritance is autosomal recessive, but three mutated alleles (two at one locus, and a third at a second locus) may be required for clinical manifestation of some forms of the disease. {ECO:0000269|PubMed:16380913, ECO:0000269|PubMed:26085087}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
53	P63092	GNAS GNAS1 GSP	DISEASE: Albright hereditary osteodystrophy (AHO) [MIM:103580]: A disorder characterized by short stature, obesity, round facies, brachydactyly and subcutaneous calcification. It is often associated with pseudohypoparathyoidism, hypocalcemia and elevated PTH levels. {ECO:0000269|PubMed:11450852, ECO:0000269|PubMed:11600516, ECO:0000269|PubMed:12624854, ECO:0000269|PubMed:15817905, ECO:0000269|PubMed:7523385, ECO:0000269|PubMed:8388883, ECO:0000269|PubMed:8702665, ECO:0000269|PubMed:9159128, ECO:0000269|PubMed:9328353, ECO:0000269|PubMed:9727013}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Pseudohypoparathyroidism 1A (PHP1A) [MIM:103580]: A disorder characterized by end-organ resistance to parathyroid hormone, hypocalcemia and hyperphosphatemia. It is commonly associated with Albright hereditary osteodystrophy whose features are short stature, obesity, round facies, short metacarpals and ectopic calcification. {ECO:0000269|PubMed:21488135}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: McCune-Albright syndrome (MAS) [MIM:174800]: Characterized by polyostotic fibrous dysplasia, cafe-au-lait lesions, and a variety of endocrine disorders, including precocious puberty, hyperthyroidism, hypercortisolism, growth hormone excess, and hyperprolactinemia. The mutations producing MAS lead to constitutive activation of GS alpha. {ECO:0000269|PubMed:10571700, ECO:0000269|PubMed:1594625, ECO:0000269|PubMed:1944469, ECO:0000269|PubMed:7751320}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Progressive osseous heteroplasia (POH) [MIM:166350]: Rare autosomal dominant disorder characterized by extensive dermal ossification during childhood, followed by disabling and widespread heterotopic ossification of skeletal muscle and deep connective tissue. {ECO:0000269|PubMed:14723729}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: ACTH-independent macronodular adrenal hyperplasia 1 (AIMAH1) [MIM:219080]: A rare adrenal defect characterized by multiple, bilateral, non-pigmented, benign, adrenocortical nodules. It results in excessive production of cortisol leading to ACTH-independent Cushing syndrome. Clinical manifestations of Cushing syndrome include facial and truncal obesity, abdominal striae, muscular weakness, osteoporosis, arterial hypertension, diabetes. {ECO:0000269|PubMed:12727968}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Pseudohypoparathyroidism 1B (PHP1B) [MIM:603233]: A disorder characterized by end-organ resistance to parathyroid hormone, hypocalcemia and hyperphosphatemia. Patients affected with PHP1B lack developmental defects characteristic of Albright hereditary osteodystrophy, and typically show no other endocrine abnormalities besides resistance to PTH. {ECO:0000269|PubMed:11029463, ECO:0000269|PubMed:11067869, ECO:0000269|PubMed:11294659, ECO:0000269|PubMed:12858292, ECO:0000269|PubMed:14561710, ECO:0000269|PubMed:15592469, ECO:0000269|PubMed:15800843}. Note=The disease is caused by variants affecting the gene represented in this entry. Most affected individuals have defects in methylation of the gene. In some cases microdeletions involving the STX16 appear to cause loss of methylation at exon A/B of GNAS, resulting in PHP1B. Paternal uniparental isodisomy have also been observed.; DISEASE: Note=Genetic variation affecting the GNAS locus is associated with GNAS hyperfunction, a condition characterized by increased trauma-related bleeding tendency, prolonged bleeding time, brachydactyly and intellectual disability. Both the XLas isoforms and the ALEX protein are mutated which strongly reduces the interaction between them and this may allow unimpeded activation of the XLas isoforms. {ECO:0000305}.; DISEASE: Pseudohypoparathyroidism 1C (PHP1C) [MIM:612462]: A disorder characterized by end-organ resistance to parathyroid hormone, hypocalcemia and hyperphosphatemia. It is commonly associated with Albright hereditary osteodystrophy whose features are short stature, obesity, round facies, short metacarpals and ectopic calcification. {ECO:0000269|PubMed:21488135}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
54	Q9NQ48	LZTFL1	DISEASE: Bardet-Biedl syndrome 17 (BBS17) [MIM:615994]: A syndrome characterized by usually severe pigmentary retinopathy, early-onset obesity, polydactyly, hypogenitalism, renal malformation and intellectual disability. Secondary features include diabetes mellitus, hypertension and congenital heart disease. Bardet-Biedl syndrome inheritance is autosomal recessive, but three mutated alleles (two at one locus, and a third at a second locus) may be required for clinical manifestation of some forms of the disease. {ECO:0000269|PubMed:22510444, ECO:0000269|PubMed:23692385}. Note=The disease is caused by variants affecting the gene represented in this entry. Patients carrying LZTFL1 mutations manifest mesoaxial polydactyly, a clinical feature very uncommon for Bardet-Biedl syndrome (PubMed:22510444, PubMed:23692385). Some patients manifest situs inversus (PubMed:22510444). {ECO:0000269|PubMed:22510444}.	Homo sapiens (Human)
55	Q96AD5	PNPLA2 ATGL FP17548	DISEASE: Note=Genetic variations in PNPLA2 may be associated with risk of diabetes mellitus type 2. {ECO:0000269|PubMed:16644682}.; DISEASE: Neutral lipid storage disease with myopathy (NLSDM) [MIM:610717]: Neutral lipid storage disorder (NLSD) with myopathy but without ichthyosis. NLSDs are characterized by the presence of triglyceride-containing cytoplasmic droplets in leukocytes and in other tissues, including bone marrow, skin, and muscle. Individuals with NLSDM did not show obesity, in spite of a defect in triglyceride degradation in fibroblasts and in marked triglyceride storage in liver, muscles, and other visceral cells. {ECO:0000269|PubMed:17187067}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
56	Q9NPJ1	MKKS BBS6	DISEASE: McKusick-Kaufman syndrome (MKKS) [MIM:236700]: Autosomal recessive developmental disorder. It is characterized by hydrometrocolpos, postaxial polydactyly and congenital heart defects. {ECO:0000269|PubMed:10802661, ECO:0000269|PubMed:28753627}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Bardet-Biedl syndrome 6 (BBS6) [MIM:605231]: A syndrome characterized by usually severe pigmentary retinopathy, early-onset obesity, polydactyly, hypogenitalism, renal malformation and intellectual disability. Secondary features include diabetes mellitus, hypertension and congenital heart disease. Bardet-Biedl syndrome inheritance is autosomal recessive, but three mutated alleles (two at one locus, and a third at a second locus) may be required for clinical manifestation of some forms of the disease. {ECO:0000269|PubMed:10973238, ECO:0000269|PubMed:10973251, ECO:0000269|PubMed:11179009, ECO:0000269|PubMed:11567139, ECO:0000269|PubMed:12107442, ECO:0000269|PubMed:12677556, ECO:0000269|PubMed:12920096, ECO:0000269|PubMed:15666242, ECO:0000269|PubMed:15731008, ECO:0000269|PubMed:15770229, ECO:0000269|PubMed:18094050, ECO:0000269|PubMed:20080638, ECO:0000269|PubMed:21344540, ECO:0000269|PubMed:22152675, ECO:0000269|PubMed:26900326, ECO:0000269|PubMed:28753627, ECO:0000269|PubMed:28761321}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
57	Q5JWF2	GNAS GNAS1	DISEASE: Note=Genetic variation affecting the GNAS locus is associated with GNAS hyperfunction, a condition characterized by increased trauma-related bleeding tendency, prolonged bleeding time, brachydactyly and intellectual disability. Both the XLas isoforms and the ALEX protein are mutated which strongly reduces the interaction between them and this may allow unimpeded activation of the XLas isoforms. {ECO:0000269|PubMed:11583302, ECO:0000269|PubMed:12719376}.; DISEASE: ACTH-independent macronodular adrenal hyperplasia 1 (AIMAH1) [MIM:219080]: A rare adrenal defect characterized by multiple, bilateral, non-pigmented, benign, adrenocortical nodules. It results in excessive production of cortisol leading to ACTH-independent Cushing syndrome. Clinical manifestations of Cushing syndrome include facial and truncal obesity, abdominal striae, muscular weakness, osteoporosis, arterial hypertension, diabetes. {ECO:0000269|PubMed:12727968}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Pseudohypoparathyroidism 1B (PHP1B) [MIM:603233]: A disorder characterized by end-organ resistance to parathyroid hormone, hypocalcemia and hyperphosphatemia. Patients affected with PHP1B lack developmental defects characteristic of Albright hereditary osteodystrophy, and typically show no other endocrine abnormalities besides resistance to PTH. {ECO:0000269|PubMed:11029463, ECO:0000269|PubMed:11067869, ECO:0000269|PubMed:11294659, ECO:0000269|PubMed:12858292, ECO:0000269|PubMed:14561710, ECO:0000269|PubMed:15592469, ECO:0000269|PubMed:15800843}. Note=The disease is caused by variants affecting the gene represented in this entry. Most affected individuals have defects in methylation of the gene. In some cases microdeletions involving the STX16 appear to cause loss of methylation at exon A/B of GNAS, resulting in PHP1B. Paternal uniparental isodisomy have also been observed.; DISEASE: Pseudohypoparathyroidism 1C (PHP1C) [MIM:612462]: A disorder characterized by end-organ resistance to parathyroid hormone, hypocalcemia and hyperphosphatemia. It is commonly associated with Albright hereditary osteodystrophy whose features are short stature, obesity, round facies, short metacarpals and ectopic calcification. {ECO:0000269|PubMed:11788646}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
58	P40818	USP8 KIAA0055 UBPY	DISEASE: Pituitary adenoma 4, ACTH-secreting (PITA4) [MIM:219090]: A form of pituitary adenoma, a neoplasm of the pituitary gland and one of the most common neuroendocrine tumors. Pituitary adenomas are clinically classified as functional and non-functional tumors, and manifest with a variety of features, including local invasion of surrounding structures and excessive hormone secretion. Functional pituitary adenomas are further classified by the type of hormone they secrete. PITA4 results in excessive production of adrenocorticotropic hormone. This leads to hypersecretion of cortisol by the adrenal glands and ACTH-dependent Cushing syndrome. Clinical manifestations of Cushing syndrome include facial and truncal obesity, abdominal striae, muscular weakness, osteoporosis, arterial hypertension, diabetes. {ECO:0000269|PubMed:28505279}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
59	P10644	PRKAR1A PKR1 PRKAR1 TSE1	DISEASE: Carney complex 1 (CNC1) [MIM:160980]: CNC is a multiple neoplasia syndrome characterized by spotty skin pigmentation, cardiac and other myxomas, endocrine tumors, and psammomatous melanotic schwannomas. {ECO:0000269|PubMed:15371594, ECO:0000269|PubMed:18241045, ECO:0000269|PubMed:22785148, ECO:0000269|PubMed:23323113, ECO:0000269|PubMed:26405036}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Intracardiac myxoma (INTMYX) [MIM:255960]: Inheritance is autosomal recessive. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Primary pigmented nodular adrenocortical disease 1 (PPNAD1) [MIM:610489]: A rare bilateral adrenal defect causing ACTH-independent Cushing syndrome. Macroscopic appearance of the adrenals is characteristic with small pigmented micronodules observed in the cortex. Clinical manifestations of Cushing syndrome include facial and truncal obesity, abdominal striae, muscular weakness, osteoporosis, arterial hypertension, diabetes. PPNAD1 is most often diagnosed in patients with Carney complex, a multiple neoplasia syndrome. However it can also be observed in patients without other manifestations. {ECO:0000269|PubMed:12213893}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Acrodysostosis 1, with or without hormone resistance (ACRDYS1) [MIM:101800]: A form of skeletal dysplasia characterized by short stature, severe brachydactyly, facial dysostosis, and nasal hypoplasia. Affected individuals often have advanced bone age and obesity. Laboratory studies show resistance to multiple hormones, including parathyroid, thyrotropin, calcitonin, growth hormone-releasing hormone, and gonadotropin. However, not all patients show endocrine abnormalities. {ECO:0000269|PubMed:21651393, ECO:0000269|PubMed:22464250, ECO:0000269|PubMed:22464252, ECO:0000269|PubMed:22723333, ECO:0000269|PubMed:23043190, ECO:0000269|PubMed:23425300, ECO:0000269|PubMed:26405036}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
60	Q86SQ7	SDCCAG8 CCCAP NPHP10 HSPC085	DISEASE: Senior-Loken syndrome 7 (SLSN7) [MIM:613615]: A renal-retinal disorder characterized by progressive wasting of the filtering unit of the kidney (nephronophthisis), with or without medullary cystic renal disease, and progressive eye disease. Typically this disorder becomes apparent during the first year of life. {ECO:0000269|PubMed:20835237}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Bardet-Biedl syndrome 16 (BBS16) [MIM:615993]: A syndrome characterized by usually severe pigmentary retinopathy, early-onset obesity, polydactyly, hypogenitalism, renal malformation and intellectual disability. Secondary features include diabetes mellitus, hypertension and congenital heart disease. Bardet-Biedl syndrome inheritance is autosomal recessive, but three mutated alleles (two at one locus, and a third at a second locus) may be required for clinical manifestation of some forms of the disease. {ECO:0000269|PubMed:20835237, ECO:0000269|PubMed:22626039}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
61	Q6Q788	APOA5 RAP3 UNQ411/PRO773	DISEASE: Hypertriglyceridemia 1 (HYTG1) [MIM:145750]: A common inherited disorder in which the concentration of very low density lipoprotein (VLDL) is elevated in the plasma. This leads to increased risk of heart disease, obesity, and pancreatitis. Inheritance is autosomal dominant. Note=Disease susceptibility is associated with variants affecting the gene represented in this entry.; DISEASE: Hyperlipoproteinemia 5 (HLPP5) [MIM:144650]: Characterized by increased amounts of chylomicrons and very low density lipoprotein (VLDL) and decreased low density lipoprotein (LDL) and high density lipoprotein (HDL) in the plasma after a fast. Numerous conditions cause this phenotype, including insulin-dependent diabetes mellitus, contraceptive steroids, alcohol abuse, and glycogen storage disease type 1A (GSD1A). {ECO:0000269|PubMed:16200213}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
62	Q9HCR9	PDE11A	DISEASE: Primary pigmented nodular adrenocortical disease 2 (PPNAD2) [MIM:610475]: A rare bilateral adrenal defect causing ACTH-independent Cushing syndrome. Macroscopic appearance of the adrenals is characteristic with small pigmented micronodules observed in the cortex. Adrenal glands show overall normal size and weight, and multiple small yellow-to-dark brown nodules surrounded by a cortex with a uniform appearance. Microscopically, there are moderate diffuse cortical hyperplasia with mostly nonpigmented nodules, multiple capsular deficits and massive circumscribed and infiltrating extra-adrenal cortical excrescences with micronodules. Clinical manifestations of Cushing syndrome include facial and truncal obesity, abdominal striae, muscular weakness, osteoporosis, arterial hypertension, diabetes. {ECO:0000269|PubMed:16767104}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
63	O60341	KDM1A AOF2 BHC110 KDM1 KIAA0601 LSD1	DISEASE: Cleft palate, psychomotor retardation, and distinctive facial features (CPRF) [MIM:616728]: A syndrome characterized by cleft palate, developmental delay, psychomotor retardation, and facial dysmorphic features including a prominent forehead, slightly arched eyebrows, elongated palpebral fissures, a wide nasal bridge, thin lips, and widely spaced teeth. Cleft palate is a congenital fissure of the soft and/or hard palate, due to faulty fusion. {ECO:0000269|PubMed:23020937, ECO:0000269|PubMed:24838796, ECO:0000269|PubMed:26656649}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: ACTH-independent macronodular adrenal hyperplasia 3 (AIMAH3) [MIM:620990]: A form of macronodular adrenal hyperplasia, a rare adrenal defect characterized by multiple, bilateral, non-pigmented, benign, adrenocortical nodules. It results in excessive production of cortisol leading to ACTH-independent Cushing syndrome. Clinical manifestations of Cushing syndrome include facial and truncal obesity, abdominal striae, muscular weakness, osteoporosis, arterial hypertension, diabetes. AIMAH3 affected individuals have low fasting cortisol and ACTH, but excess cortisol is secreted after eating. {ECO:0000269|PubMed:34655521, ECO:0000269|PubMed:34906447}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
64	Q8TAM2	TTC8 BBS8	DISEASE: Retinitis pigmentosa 51 (RP51) [MIM:613464]: A retinal dystrophy belonging to the group of pigmentary retinopathies. Retinitis pigmentosa is characterized by retinal pigment deposits visible on fundus examination and primary loss of rod photoreceptor cells followed by secondary loss of cone photoreceptors. Patients typically have night vision blindness and loss of midperipheral visual field. As their condition progresses, they lose their far peripheral visual field and eventually central vision as well. {ECO:0000269|PubMed:14520415, ECO:0000269|PubMed:15489334, ECO:0000269|PubMed:17974005, ECO:0000269|PubMed:20451172, ECO:0000269|Ref.2, ECO:0000269|Ref.3, ECO:0000269|Ref.7}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Bardet-Biedl syndrome 8 (BBS8) [MIM:615985]: A syndrome characterized by usually severe pigmentary retinopathy, early-onset obesity, polydactyly, hypogenitalism, renal malformation and intellectual disability. Secondary features include diabetes mellitus, hypertension and congenital heart disease. Bardet-Biedl syndrome inheritance is autosomal recessive, but three mutated alleles (two at one locus, and a third at a second locus) may be required for clinical manifestation of some forms of the disease. {ECO:0000269|PubMed:14520415, ECO:0000269|PubMed:16308660}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
65	Q02577	NHLH2 BHLHA34 HEN2 KIAA0490	DISEASE: Hypogonadotropic hypogonadism 27 without anosmia (HH27) [MIM:619755]: A form of hypogonadotropic hypogonadism, a group of disorders characterized by absent or incomplete sexual maturation by the age of 18 years, in conjunction with low levels of circulating gonadotropins and testosterone, and no other abnormalities of the hypothalamic-pituitary axis. In some cases, it is associated with non-reproductive phenotypes, such as anosmia, cleft palate, and sensorineural hearing loss. Anosmia or hyposmia is related to the absence or hypoplasia of the olfactory bulbs and tracts. In the presence of anosmia, idiopathic hypogonadotropic hypogonadism is referred to as Kallmann syndrome, whereas in the presence of a normal sense of smell, it has been termed normosmic idiopathic hypogonadotropic hypogonadism (nIHH). HH27 is an autosomal recessive normosmic form characterized by lack of pubertal development associated with onset of obesity in early adolescence. {ECO:0000269|PubMed:35066646}. Note=The disease may be caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
66	Q9BXC9	BBS2	DISEASE: Bardet-Biedl syndrome 2 (BBS2) [MIM:615981]: A syndrome characterized by usually severe pigmentary retinopathy, early-onset obesity, polydactyly, hypogenitalism, renal malformation and intellectual disability. Secondary features include diabetes mellitus, hypertension and congenital heart disease. Bardet-Biedl syndrome inheritance is autosomal recessive, but three mutated alleles (two at one locus, and a third at a second locus) may be required for clinical manifestation of some forms of the disease. {ECO:0000269|PubMed:11285252, ECO:0000269|PubMed:11567139, ECO:0000269|PubMed:12677556, ECO:0000269|PubMed:12872256, ECO:0000269|PubMed:12920096, ECO:0000269|PubMed:15666242, ECO:0000269|PubMed:16823392, ECO:0000269|PubMed:21344540}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Retinitis pigmentosa 74 (RP74) [MIM:616562]: A retinal dystrophy belonging to the group of pigmentary retinopathies. Retinitis pigmentosa is characterized by retinal pigment deposits visible on fundus examination and primary loss of rod photoreceptor cells followed by secondary loss of cone photoreceptors. Patients typically have night vision blindness and loss of midperipheral visual field. As their condition progresses, they lose their far peripheral visual field and eventually central vision as well. {ECO:0000269|PubMed:25541840}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
67	O95876	WDPCP BBS15 C2orf86 FRITZ	DISEASE: Bardet-Biedl syndrome 15 (BBS15) [MIM:615992]: A syndrome characterized by usually severe pigmentary retinopathy, early-onset obesity, polydactyly, hypogenitalism, renal malformation and intellectual disability. Secondary features include diabetes mellitus, hypertension and congenital heart disease. Bardet-Biedl syndrome inheritance is autosomal recessive, but three mutated alleles (two at one locus, and a third at a second locus) may be required for clinical manifestation of some forms of the disease. {ECO:0000269|PubMed:20671153, ECO:0000269|PubMed:35427153}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Congenital heart defects, hamartomas of tongue, and polysyndactyly (CHDTHP) [MIM:217085]: A disease characterized by a constellation of anomalies including tongue hamartomas, polysyndactyly, and congenital heart defects such as atrioventricular canal and coarctation of the aorta. {ECO:0000269|PubMed:25427950, ECO:0000269|PubMed:27158779, ECO:0000269|PubMed:35427153}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Note=Mutations in WDPCP may act as modifiers of the phenotypic expression of Bardet-Biedl syndrome and Meckel syndrome by interacting in trans with primary BBS and MKS loci. {ECO:0000269|PubMed:20671153, ECO:0000269|PubMed:35427153}.	Homo sapiens (Human)
68	Q9H0F7	ARL6 BBS3	DISEASE: Bardet-Biedl syndrome 3 (BBS3) [MIM:600151]: A syndrome characterized by usually severe pigmentary retinopathy, early-onset obesity, polydactyly, hypogenitalism, renal malformation and intellectual disability. Secondary features include diabetes mellitus, hypertension and congenital heart disease. Bardet-Biedl syndrome inheritance is autosomal recessive, but three mutated alleles (two at one locus, and a third at a second locus) may be required for clinical manifestation of some forms of the disease. {ECO:0000269|PubMed:15258860, ECO:0000269|PubMed:15314642, ECO:0000269|PubMed:23219996}. Note=The disease is caused by variants affecting the gene represented in this entry.; DISEASE: Retinitis pigmentosa 55 (RP55) [MIM:613575]: A retinal dystrophy belonging to the group of pigmentary retinopathies. Retinitis pigmentosa is characterized by retinal pigment deposits visible on fundus examination and primary loss of rod photoreceptor cells followed by secondary loss of cone photoreceptors. Patients typically have night vision blindness and loss of midperipheral visual field. As their condition progresses, they lose their far peripheral visual field and eventually central vision as well. {ECO:0000269|PubMed:19956407}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
69	Q8IWZ6	BBS7 BBS2L1	DISEASE: Note=Ciliary dysfunction leads to a broad spectrum of disorders, collectively termed ciliopathies. Overlapping clinical features include retinal degeneration, renal cystic disease, skeletal abnormalities, fibrosis of various organ, and a complex range of anatomical and functional defects of the central and peripheral nervous system. The ciliopathy range of diseases includes Meckel-Gruber syndrome, Bardet-Biedl syndrome, Joubert syndrome, nephronophtisis, Senior-Loken syndrome, and Jeune asphyxiating thoracic dystrophy among others. Single-locus allelism is insufficient to explain the variable penetrance and expressivity of such disorders, leading to the suggestion that variations across multiple sites of the ciliary proteome, including BBS7, influence the clinical outcome.; DISEASE: Bardet-Biedl syndrome 7 (BBS7) [MIM:615984]: A syndrome characterized by usually severe pigmentary retinopathy, early-onset obesity, polydactyly, hypogenitalism, renal malformation and intellectual disability. Secondary features include diabetes mellitus, hypertension and congenital heart disease. Bardet-Biedl syndrome inheritance is autosomal recessive, but three mutated alleles (two at one locus, and a third at a second locus) may be required for clinical manifestation of some forms of the disease. {ECO:0000269|PubMed:12567324, ECO:0000269|PubMed:12677556, ECO:0000269|PubMed:15770229, ECO:0000269|PubMed:21344540}. Note=The disease is caused by variants affecting the gene represented in this entry.	Homo sapiens (Human)
